Product Name,Industry
Ducira Gel,Pharmaceuticals and biotechnology
Dirifa 400 Tablet,Pharmaceuticals and biotechnology
Duprost Capsule,Pharmaceuticals and biotechnology
Digihaler FB 200 Inhaler,Pharmaceuticals and biotechnology
Doxinate OD Tablet,Pharmaceuticals and biotechnology
Digecaine Oral Gel Fruit Punch Sugar Free,Pharmaceuticals and biotechnology
Duotrol Tablet,Pharmaceuticals and biotechnology
Dolocaine Cream,Pharmaceuticals and biotechnology
Dulane M 20 Capsule DR,Pharmaceuticals and biotechnology
Drez Powder,Pharmaceuticals and biotechnology
Divaa -OD 750 Tablet ER,Pharmaceuticals and biotechnology
Dortas-T Eye Drop,Pharmaceuticals and biotechnology
Domways 10mg Oral Drops,Pharmaceuticals and biotechnology
Diabetrol Tablet,Pharmaceuticals and biotechnology
Duvanta NP 20 Tablet,Pharmaceuticals and biotechnology
Dericip Retard 150 Tablet PR,Pharmaceuticals and biotechnology
D Cort 40mg Injection,Pharmaceuticals and biotechnology
Depaxil CR 12.5 Tablet,Pharmaceuticals and biotechnology
Daztor 10 Tablet,Pharmaceuticals and biotechnology
Dobest Capsule,Pharmaceuticals and biotechnology
Diprolite Cream,Pharmaceuticals and biotechnology
Draminate 50mg Tablet,Pharmaceuticals and biotechnology
Diof  Oral Suspension,Pharmaceuticals and biotechnology
Diplomax Lotion,Pharmaceuticals and biotechnology
Depo-Medrol 40mg Injection,Pharmaceuticals and biotechnology
Dicorate ER 750 Tablet,Pharmaceuticals and biotechnology
Depakote 250 Tablet,Pharmaceuticals and biotechnology
Defcort 18 Tablet,Pharmaceuticals and biotechnology
Diprobate S Plus Ointment,Pharmaceuticals and biotechnology
Dirifa 550 Tablet,Pharmaceuticals and biotechnology
Depranex 5 Tablet,Pharmaceuticals and biotechnology
Digihaler FB 400 Inhaler,Pharmaceuticals and biotechnology
Duvadilan IM/IV 5mg Injection,Pharmaceuticals and biotechnology
Doxoril 650 Tablet SR,Pharmaceuticals and biotechnology
Dianorm-OD 30 Tablet MR,Pharmaceuticals and biotechnology
Diclowin Plus PR Tablet,Pharmaceuticals and biotechnology
Diclotal 25mg Injection,Pharmaceuticals and biotechnology
Depotex 4mg Tablet,Pharmaceuticals and biotechnology
Dablexa 110 Capsule,Pharmaceuticals and biotechnology
Dixin Paed Oral Solution,Pharmaceuticals and biotechnology
Dolowin-SR Tablet,Pharmaceuticals and biotechnology
Dipsalic F Ointment,Pharmaceuticals and biotechnology
Dresin Mouthwash &amp; Gargle,Pharmaceuticals and biotechnology
Dentogel Liquid,Pharmaceuticals and biotechnology
Duvanta 40 Tablet,Pharmaceuticals and biotechnology
Dezacor Oral Suspension,Pharmaceuticals and biotechnology
Dilcontin XL 90 Tablet,Pharmaceuticals and biotechnology
Dargen 25 Injection,Pharmaceuticals and biotechnology
Dianorm 80mg Tablet,Pharmaceuticals and biotechnology
Derisal 0.5mg Respules 2ml,Pharmaceuticals and biotechnology
Diabetrol SR Tablet,Pharmaceuticals and biotechnology
Dersil-AF Body Wash,Pharmaceuticals and biotechnology
DO RE ME 25mg Tablet,Pharmaceuticals and biotechnology
Digihaler SF 250 Inhaler,Pharmaceuticals and biotechnology
Doxin 25mg Capsule,Pharmaceuticals and biotechnology
Dutaprost  0.5mg Tablet,Pharmaceuticals and biotechnology
Dompar 10mg/325mg Tablet,Pharmaceuticals and biotechnology
Danclear  Cream,Pharmaceuticals and biotechnology
Dom-DT 5 Rapitab,Pharmaceuticals and biotechnology
Dersol 12% Ointment,Pharmaceuticals and biotechnology
Dersol 12% Ointment,Pharmaceuticals and biotechnology
Diapride M2 LV 2mg/500mg/0.2mg Tablet SR,Pharmaceuticals and biotechnology
Diapride M 0.5mg/500mg Tablet PR,Pharmaceuticals and biotechnology
Doxolin AX Tablet,Pharmaceuticals and biotechnology
Dicorate ER 1g Tablet,Pharmaceuticals and biotechnology
Diva Hmg 75i.u Injection,Pharmaceuticals and biotechnology
Dabigat 110 Capsule,Pharmaceuticals and biotechnology
Desirox 250mg Tablet,Pharmaceuticals and biotechnology
Deys Milk OF Magnesia Liquid Ice Cream,Pharmaceuticals and biotechnology
Dencross Scalp Lotion,Pharmaceuticals and biotechnology
Divalprid-OD 500 Tablet PR,Pharmaceuticals and biotechnology
Divaa 250 Solution,Pharmaceuticals and biotechnology
Decomedo Gel,Pharmaceuticals and biotechnology
Deritas 7.5 Tablet PR,Pharmaceuticals and biotechnology
Dianorm-M OD Tablet SR,Pharmaceuticals and biotechnology
Dersol 24% Ointment,Pharmaceuticals and biotechnology
Denis NS 0.9% Sodium Chloride Injection,Pharmaceuticals and biotechnology
Dericip Retard 300  Tablet PR,Pharmaceuticals and biotechnology
Depaxil CR 25 Tablet,Pharmaceuticals and biotechnology
Dabiclot 150mg Capsule,Pharmaceuticals and biotechnology
Dynapar MR 8 Tablet,Pharmaceuticals and biotechnology
Danblock Lotion,Pharmaceuticals and biotechnology
Dicloran SR Tablet,Pharmaceuticals and biotechnology
Dolonex Rapid 20mg Tablet,Pharmaceuticals and biotechnology
Dablexa 150 Capsule,Pharmaceuticals and biotechnology
Droziver 80mg Tablet,Pharmaceuticals and biotechnology
Delok 20 Capsule DR,Pharmaceuticals and biotechnology
Dilgel,Pharmaceuticals and biotechnology
Doxcef 100mg Tablet DT,Pharmaceuticals and biotechnology
Dilantin Oral Suspension,Pharmaceuticals and biotechnology
Deriphyllin Injection,Pharmaceuticals and biotechnology
Duomate Forte Transcaps,Pharmaceuticals and biotechnology
Desveren 100 Tablet ER,Pharmaceuticals and biotechnology
Depakote XR 500 Tablet,Pharmaceuticals and biotechnology
D Flour Tablet,Pharmaceuticals and biotechnology
Derinide-AQ Nasal Spray,Pharmaceuticals and biotechnology
Depig-F Cream,Pharmaceuticals and biotechnology
Dubinor PM Capsule,Pharmaceuticals and biotechnology
Dill-N Tablet,Pharmaceuticals and biotechnology
D3-Zen 60K Soft Gelatin Capsule,Pharmaceuticals and biotechnology
Diamet 500mg Tablet SR,Pharmaceuticals and biotechnology
Diapride M1 LV 1mg/500mg/0.2mg Tablet SR,Pharmaceuticals and biotechnology
Deriphyllin S 231mg/69mg/4mg Tablet PR,Pharmaceuticals and biotechnology
Dermoquinol 8% Cream,Pharmaceuticals and biotechnology
Denlafax 50 Tablet PR,Pharmaceuticals and biotechnology
Drez Spray,Pharmaceuticals and biotechnology
Diclozyme-P Tablet,Pharmaceuticals and biotechnology
Dicaris  Children Tablet,Pharmaceuticals and biotechnology
Desval  ER 750 Tablet,Pharmaceuticals and biotechnology
Dabilong 110mg Capsule,Pharmaceuticals and biotechnology
Dolonex Gel,Pharmaceuticals and biotechnology
Divalrate 500mg Tablet ER,Pharmaceuticals and biotechnology
Densaid-QA Sachet,Pharmaceuticals and biotechnology
Dersol 18% Ointment,Pharmaceuticals and biotechnology
Diasdac SP Tablet,Pharmaceuticals and biotechnology
Divaxee OD 500 Tablet PR,Pharmaceuticals and biotechnology
Donecept M Tablet,Pharmaceuticals and biotechnology
Diabend -MR 60 Tablet,Pharmaceuticals and biotechnology
Dermicee Cream,Pharmaceuticals and biotechnology
Dobact-Core Capsule,Pharmaceuticals and biotechnology
Deriva I 10mg Capsule,Pharmaceuticals and biotechnology
Druffnil Shampoo,Pharmaceuticals and biotechnology
Dabistar 75mg Capsule,Pharmaceuticals and biotechnology
Dicorate Solution,Pharmaceuticals and biotechnology
Drotin DS Oral Suspension Mango Sugar Free,Pharmaceuticals and biotechnology
Desilam 10 Tablet,Pharmaceuticals and biotechnology
Dibeta GB 5 mg/500 mg Tablet,Pharmaceuticals and biotechnology
Dermikem 4 Cream,Pharmaceuticals and biotechnology
Diabend-MR 30 Tablet,Pharmaceuticals and biotechnology
Djiso 20mg Tablet,Pharmaceuticals and biotechnology
Dovy-M Tablet,Pharmaceuticals and biotechnology
Doberol Capsule,Pharmaceuticals and biotechnology
Donep Syrup,Pharmaceuticals and biotechnology
Depakote XR 250 Tablet,Pharmaceuticals and biotechnology
Divalpro 250 Tablet,Pharmaceuticals and biotechnology
Dermitop Lotion,Pharmaceuticals and biotechnology
Drez 10% Solution,Pharmaceuticals and biotechnology
Dinace 2.5 Tablet,Pharmaceuticals and biotechnology
Divalid 250mg Tablet ER,Pharmaceuticals and biotechnology
Deys Milk OF Magnesia 0.311gm Tablet,Pharmaceuticals and biotechnology
Drego-LS Capsule SR,Pharmaceuticals and biotechnology
Drez S Dusting Powder,Pharmaceuticals and biotechnology
Dilcontin 60 Tablet CR,Pharmaceuticals and biotechnology
Divalpro XR 250 Tablet,Pharmaceuticals and biotechnology
Diasdac-ER Tablet,Pharmaceuticals and biotechnology
Distaclor Drop,Pharmaceuticals and biotechnology
Donecept 10 Tablet,Pharmaceuticals and biotechnology
Domtac Tablet,Pharmaceuticals and biotechnology
Dezacor 30 Tablet,Pharmaceuticals and biotechnology
Dianorm Total 30 Tablet SR,Pharmaceuticals and biotechnology
Diproex ER 250 Tablet,Pharmaceuticals and biotechnology
Diproex ER 250 Tablet,Pharmaceuticals and biotechnology
Dabiclot 75mg Capsule,Pharmaceuticals and biotechnology
Divalpro 500 Tablet,Pharmaceuticals and biotechnology
Deriphyllin Tablet,Pharmaceuticals and biotechnology
Dargen 60 Injection,Pharmaceuticals and biotechnology
Dutandro 0.5mg Tablet,Pharmaceuticals and biotechnology
Domrab  Capsule SR,Pharmaceuticals and biotechnology
Diabend 40mg Tablet,Pharmaceuticals and biotechnology
Distaclor 187mg Oral Suspension Strawberry,Pharmaceuticals and biotechnology
Ducaine Suspension Sugar Free,Pharmaceuticals and biotechnology
Derisone L Forte Respicap,Pharmaceuticals and biotechnology
Diomilin-NT Tablet,Pharmaceuticals and biotechnology
DO RE ME 75mg Tablet,Pharmaceuticals and biotechnology
Dayo  OD 750 Tablet PR,Pharmaceuticals and biotechnology
Doxomit OD Tablet,Pharmaceuticals and biotechnology
Duotrol-SR Tablet,Pharmaceuticals and biotechnology
Dolo 156.25mg Suspension,Pharmaceuticals and biotechnology
Dysport 500IU Injection,Pharmaceuticals and biotechnology
Dotzide M Tablet,Pharmaceuticals and biotechnology
DO RE ME 50mg Tablet,Pharmaceuticals and biotechnology
Diprate-OD 250 Tablet ER,Pharmaceuticals and biotechnology
Duopep 40 Tablet,Pharmaceuticals and biotechnology
Dancure Shampoo,Pharmaceuticals and biotechnology
Daztor 20 Tablet,Pharmaceuticals and biotechnology
Denon Soap,Pharmaceuticals and biotechnology
Divaa-OD 125 Tablet ER,Pharmaceuticals and biotechnology
Diva Hmg HP 150IU Injection,Pharmaceuticals and biotechnology
Donica-SR Capsule,Pharmaceuticals and biotechnology
Drez S Ointment,Pharmaceuticals and biotechnology
Dysliptin 20 Tablet,Pharmaceuticals and biotechnology
Disogel Suspension Pineapple Sugar Free,Pharmaceuticals and biotechnology
Defelax Syrup,Pharmaceuticals and biotechnology
DTM 90 SR Tablet,Pharmaceuticals and biotechnology
Dariten OD 15mg Tablet CR,Pharmaceuticals and biotechnology
Dorsenz-T Eye Drop,Pharmaceuticals and biotechnology
Dabipla 150mg Capsule,Pharmaceuticals and biotechnology
Derinide 200 Inhaler CFC Free,Pharmaceuticals and biotechnology
Decdan Next 6mg Tablet,Pharmaceuticals and biotechnology
Diabend-MEX 60 Tablet ER,Pharmaceuticals and biotechnology
Depig Cream,Pharmaceuticals and biotechnology
Desval  ER 1g Tablet,Pharmaceuticals and biotechnology
Doxacard 2 Tablet,Pharmaceuticals and biotechnology
Dabirex 110mg Capsule,Pharmaceuticals and biotechnology
Djiso 10mg Tablet,Pharmaceuticals and biotechnology
Dollos-P Tablet,Pharmaceuticals and biotechnology
Dabigza 110 Capsule,Pharmaceuticals and biotechnology
Durart-R 450 Tablet,Pharmaceuticals and biotechnology
Dandrid Lotion,Pharmaceuticals and biotechnology
Denim P 500mg Tablet,Pharmaceuticals and biotechnology
Dolanzen Tablet,Pharmaceuticals and biotechnology
Dolodart 120mg/5ml Suspension,Pharmaceuticals and biotechnology
Drez S Dusting Powder,Pharmaceuticals and biotechnology
Danket Shampoo,Pharmaceuticals and biotechnology
Duopil-HS 2/850 Tablet PR,Pharmaceuticals and biotechnology
Domgel Suspension,Pharmaceuticals and biotechnology
Dubagest 400 Soft Gelatin Capsule,Pharmaceuticals and biotechnology
Derisone L Respicap,Pharmaceuticals and biotechnology
D3K Softgel Capsule,Pharmaceuticals and biotechnology
Dabirex 150 Capsule,Pharmaceuticals and biotechnology
Dentop-K Dental Gel,Pharmaceuticals and biotechnology
DR 4 Tablet,Pharmaceuticals and biotechnology
Dan Shine Lotion,Pharmaceuticals and biotechnology
Drukof D Syrup,Pharmaceuticals and biotechnology
Dermtone 25mg Tablet,Pharmaceuticals and biotechnology
D-Gen 2K Softgel Capsule,Pharmaceuticals and biotechnology
Divibrim-T Sterile Eye Drops,Pharmaceuticals and biotechnology
Dilpra-OD 750 Tablet,Pharmaceuticals and biotechnology
Dicovis-GM Tablet,Pharmaceuticals and biotechnology
Duoclin-B Gel,Pharmaceuticals and biotechnology
Defmind 100mg Tablet,Pharmaceuticals and biotechnology
Denon Shampoo,Pharmaceuticals and biotechnology
Derinide 0.5mg Respules 2ml,Pharmaceuticals and biotechnology
Denisole 4 Tablet,Pharmaceuticals and biotechnology
Disederm Cream,Pharmaceuticals and biotechnology
Diproliv Lotion,Pharmaceuticals and biotechnology
Dericip 77mg/23mg Tablet,Pharmaceuticals and biotechnology
Dericip 77mg/23mg Tablet,Pharmaceuticals and biotechnology
Dermoquinol 8% Ointment,Pharmaceuticals and biotechnology
Daltehep 5000IU Injection,Pharmaceuticals and biotechnology
Dufklin Lotion,Pharmaceuticals and biotechnology
Dubinac-SR Tablet,Pharmaceuticals and biotechnology
Dotzide 40mg Tablet,Pharmaceuticals and biotechnology
Dobutam 250mg Injection,Pharmaceuticals and biotechnology
Domtac-SR Capsule,Pharmaceuticals and biotechnology
Diflam Dental Gel,Pharmaceuticals and biotechnology
Degalyn 80 Injection,Pharmaceuticals and biotechnology
Dphyte Cream,Pharmaceuticals and biotechnology
Dany Cream,Pharmaceuticals and biotechnology
Dolestin 250 Tablet,Pharmaceuticals and biotechnology
Dulavin Injection,Pharmaceuticals and biotechnology
Dasashil 100mg Tablet,Pharmaceuticals and biotechnology
Dolcet-AL Tablet,Pharmaceuticals and biotechnology
Dolcet-AL Tablet,Pharmaceuticals and biotechnology
Duovir Tablet,Pharmaceuticals and biotechnology
Defwave  6 Tablet,Pharmaceuticals and biotechnology
Erlocip 150 Tablet,Pharmaceuticals and biotechnology
Erlocip 100 Tablet,Pharmaceuticals and biotechnology
Eliquis 2.5mg Tablet,Pharmaceuticals and biotechnology
Eliquis 5mg Tablet,Pharmaceuticals and biotechnology
Exelon Patch 15,Pharmaceuticals and biotechnology
Ecosprin 75 Tablet,Pharmaceuticals and biotechnology
Enzoflam Tablet,Pharmaceuticals and biotechnology
Evion LC Tablet,Pharmaceuticals and biotechnology
Etoshine MR Tablet,Pharmaceuticals and biotechnology
Ecosprin Gold  20 Capsule,Pharmaceuticals and biotechnology
Evalon Cream,Pharmaceuticals and biotechnology
Ecosprin AV 75/20 Capsule,Pharmaceuticals and biotechnology
Emeset 4 Tablet,Pharmaceuticals and biotechnology
Enzomac Plus Tablet,Pharmaceuticals and biotechnology
Eprisan SR Capsule,Pharmaceuticals and biotechnology
Enzar Forte  Tablet,Pharmaceuticals and biotechnology
Emanzen-D Tablet,Pharmaceuticals and biotechnology
Ecosprin 150 Tablet,Pharmaceuticals and biotechnology
Eptoin Tablet,Pharmaceuticals and biotechnology
Eldoper 2mg Capsule,Pharmaceuticals and biotechnology
Eumosone-M Cream,Pharmaceuticals and biotechnology
Etova-MR 400/4 Tablet,Pharmaceuticals and biotechnology
Eyemist Eye Drop,Pharmaceuticals and biotechnology
Eldervit 12 Combipack,Pharmaceuticals and biotechnology
Enzomac Tablet,Pharmaceuticals and biotechnology
Emeset Syrup Juicy Lemon,Pharmaceuticals and biotechnology
Ecosprin Gold  10 Capsule,Pharmaceuticals and biotechnology
Eltroxin 100mcg Tablet,Pharmaceuticals and biotechnology
Eliwel 10mg Tablet,Pharmaceuticals and biotechnology
Ebast-M Tablet,Pharmaceuticals and biotechnology
Emeset Injection 2ml,Pharmaceuticals and biotechnology
Elosone-HT Cream,Pharmaceuticals and biotechnology
Erytop Gel,Pharmaceuticals and biotechnology
Ebast-DC Tablet,Pharmaceuticals and biotechnology
Eco Tears Eye Drop,Pharmaceuticals and biotechnology
Etova-ER 600 Tablet,Pharmaceuticals and biotechnology
Epidosin Injection,Pharmaceuticals and biotechnology
Efil 2.5mg Tablet,Pharmaceuticals and biotechnology
Enuff Capsule,Pharmaceuticals and biotechnology
Ezedoc 10 Tablet,Pharmaceuticals and biotechnology
Emty Oral Solution,Pharmaceuticals and biotechnology
Esogress-D Capsule SR,Pharmaceuticals and biotechnology
Enzomac Forte Tablet,Pharmaceuticals and biotechnology
Ebast 20 Tablet,Pharmaceuticals and biotechnology
Etoshine 60 Tablet,Pharmaceuticals and biotechnology
Embeta XR 25 Tablet,Pharmaceuticals and biotechnology
Etos MR Tablet,Pharmaceuticals and biotechnology
Etova 400 Tablet,Pharmaceuticals and biotechnology
Esomac D 40 Capsule SR,Pharmaceuticals and biotechnology
Esofag-D Capsule SR,Pharmaceuticals and biotechnology
Esogress 40 Tablet,Pharmaceuticals and biotechnology
Eyemist Forte Eye Drop,Pharmaceuticals and biotechnology
Ebernet Cream,Pharmaceuticals and biotechnology
Esomac 40 Tablet,Pharmaceuticals and biotechnology
Envas 5 Tablet,Pharmaceuticals and biotechnology
Embeta XR 50 Tablet,Pharmaceuticals and biotechnology
Espogen 4000IU Injection,Pharmaceuticals and biotechnology
Eprisan D SR Capsule,Pharmaceuticals and biotechnology
Ezact MR Tablet,Pharmaceuticals and biotechnology
Estrabet 2 Tablet,Pharmaceuticals and biotechnology
Eldicet Tablet,Pharmaceuticals and biotechnology
Encorate Chrono 300 Tablet CR,Pharmaceuticals and biotechnology
Entavir 0.5mg Tablet,Pharmaceuticals and biotechnology
Enzoheal Tablet,Pharmaceuticals and biotechnology
Ecosprin AV 150/20 Capsule,Pharmaceuticals and biotechnology
Eritel LN 40 Tablet,Pharmaceuticals and biotechnology
Encorate Chrono 500 Tablet CR,Pharmaceuticals and biotechnology
Escot Cream,Pharmaceuticals and biotechnology
Everfresh Tears 0.5% Eye Drop,Pharmaceuticals and biotechnology
Eva Q Syrup,Pharmaceuticals and biotechnology
Evict Oral Solution,Pharmaceuticals and biotechnology
Ebast Tablet,Pharmaceuticals and biotechnology
Epsolin 100 Tablet,Pharmaceuticals and biotechnology
Emlukast-FX Tablet,Pharmaceuticals and biotechnology
Epilive 500 Tablet,Pharmaceuticals and biotechnology
Enzoflam-CT Tablet,Pharmaceuticals and biotechnology
Eflora Cream,Pharmaceuticals and biotechnology
Esoz D 40 Capsule SR,Pharmaceuticals and biotechnology
Eukroma Cream,Pharmaceuticals and biotechnology
Eyelet Eye Drop 10ml for Eye Infections,Pharmaceuticals and biotechnology
Etova-ER 400 Tablet ER,Pharmaceuticals and biotechnology
Eslo 2.5 Tablet,Pharmaceuticals and biotechnology
Ecosprin-AV 150 Capsule,Pharmaceuticals and biotechnology
Eyemist Gel,Pharmaceuticals and biotechnology
Envas 2.5 Tablet,Pharmaceuticals and biotechnology
Erytop Cream,Pharmaceuticals and biotechnology
Etrik MR Tablet,Pharmaceuticals and biotechnology
Endogest 200 SR Tablet,Pharmaceuticals and biotechnology
Ebility Tablet,Pharmaceuticals and biotechnology
Eptoin Injection,Pharmaceuticals and biotechnology
Etosys Tablet,Pharmaceuticals and biotechnology
Eritel 40 Tablet,Pharmaceuticals and biotechnology
Ezact 90 Tablet,Pharmaceuticals and biotechnology
Endoreg Tablet,Pharmaceuticals and biotechnology
Enzar-HS Capsule,Pharmaceuticals and biotechnology
Enzictra - DS Tablet,Pharmaceuticals and biotechnology
Elocon Cream,Pharmaceuticals and biotechnology
Eposis 4000IU Injection,Pharmaceuticals and biotechnology
Enzoheal Ointment,Pharmaceuticals and biotechnology
Esgipyrin SP Tablet,Pharmaceuticals and biotechnology
Etos 90 Tablet,Pharmaceuticals and biotechnology
Eritel-CH 40 Tablet,Pharmaceuticals and biotechnology
Esofine-DSR Capsule,Pharmaceuticals and biotechnology
Elores 1.5gm Injection,Pharmaceuticals and biotechnology
Etogesic ER Tablet,Pharmaceuticals and biotechnology
Etozox 90 Tablet,Pharmaceuticals and biotechnology
Enuff 10mg Sachet,Pharmaceuticals and biotechnology
Esomefol-DSR Capsule,Pharmaceuticals and biotechnology
Elata Tablet,Pharmaceuticals and biotechnology
Enderm gm Cream,Pharmaceuticals and biotechnology
Extralube Eye Drop,Pharmaceuticals and biotechnology
Etogesic MR Tablet,Pharmaceuticals and biotechnology
Eptoin 300 ER Tablet,Pharmaceuticals and biotechnology
Endace 40 Tablet,Pharmaceuticals and biotechnology
Eslo 5 Tablet,Pharmaceuticals and biotechnology
Epiduo 0.1%/2.5% Gel,Pharmaceuticals and biotechnology
Esiflo 250 Transcaps,Pharmaceuticals and biotechnology
Ethamcip 500 Tablet,Pharmaceuticals and biotechnology
Esogress-L Capsule SR,Pharmaceuticals and biotechnology
Etoshine 120 Tablet,Pharmaceuticals and biotechnology
Etoford MR 60mg/4mg Tablet,Pharmaceuticals and biotechnology
Etody 90 Tablet,Pharmaceuticals and biotechnology
Encorate 500 Tablet,Pharmaceuticals and biotechnology
Efnocar 40 Tablet,Pharmaceuticals and biotechnology
Emikind-MD Tablet,Pharmaceuticals and biotechnology
Eclospan Cream,Pharmaceuticals and biotechnology
Enzocort 6 Tablet,Pharmaceuticals and biotechnology
Etrik 90 Tablet,Pharmaceuticals and biotechnology
Esofag 40 Tablet,Pharmaceuticals and biotechnology
Ecovin 500 Tablet,Pharmaceuticals and biotechnology
Ezanic 20% Cream,Pharmaceuticals and biotechnology
Elestra Tablet,Pharmaceuticals and biotechnology
Eporise 4000 Injection,Pharmaceuticals and biotechnology
Epsolin 50mg,Pharmaceuticals and biotechnology
Etorica MR Tablet,Pharmaceuticals and biotechnology
Esomac L Capsule SR,Pharmaceuticals and biotechnology
Erytop Lotion,Pharmaceuticals and biotechnology
Euthyrox 50 Tablet,Pharmaceuticals and biotechnology
Extacef 200 DT Tablet,Pharmaceuticals and biotechnology
Eema HP 5000 Injection,Pharmaceuticals and biotechnology
Emeset 8 Tablet,Pharmaceuticals and biotechnology
Evatone 2 Tablet,Pharmaceuticals and biotechnology
Etoro TH 60mg/4mg Tablet,Pharmaceuticals and biotechnology
Esgipyrin-A Tablet,Pharmaceuticals and biotechnology
Elosone Cream,Pharmaceuticals and biotechnology
Epnone 25mg Tablet,Pharmaceuticals and biotechnology
Eplehef 25 Tablet,Pharmaceuticals and biotechnology
Esperal Tablet,Pharmaceuticals and biotechnology
ED Save Tablet,Pharmaceuticals and biotechnology
Emigo Oral Solution,Pharmaceuticals and biotechnology
Endace 160 Tablet,Pharmaceuticals and biotechnology
Encorate Chrono 200 Tablet CR,Pharmaceuticals and biotechnology
Esiflo 250 Transhaler,Pharmaceuticals and biotechnology
Etoxib 90 Tablet,Pharmaceuticals and biotechnology
Elocon Ointment,Pharmaceuticals and biotechnology
Eurepa 1 Tablet,Pharmaceuticals and biotechnology
Exocin Ophthalmic Solution,Pharmaceuticals and biotechnology
Esofag-L Capsule SR,Pharmaceuticals and biotechnology
Evaparin Injection,Pharmaceuticals and biotechnology
Eptoin Suspension,Pharmaceuticals and biotechnology
Etrobax 90 Tablet,Pharmaceuticals and biotechnology
Eofil Forte 250 mg/4 mg Tablet,Pharmaceuticals and biotechnology
Enzomac Ointment,Pharmaceuticals and biotechnology
Efil 5mg Tablet,Pharmaceuticals and biotechnology
Endogest 200 Capsule,Pharmaceuticals and biotechnology
Emanzen Forte 10mg Tablet,Pharmaceuticals and biotechnology
Etoxib MR Tablet,Pharmaceuticals and biotechnology
Eurepa-V 1/0.3 Tablet,Pharmaceuticals and biotechnology
Erytop-N Gel,Pharmaceuticals and biotechnology
Evaserve Tablet,Pharmaceuticals and biotechnology
Eltroxin 125mcg Tablet,Pharmaceuticals and biotechnology
Enteromycetin Suspension,Pharmaceuticals and biotechnology
Ecosprin 325 Tablet,Pharmaceuticals and biotechnology
Endobloc T Combipack,Pharmaceuticals and biotechnology
Eberfine Cream,Pharmaceuticals and biotechnology
Eterna 4mg Tablet MD,Pharmaceuticals and biotechnology
Enzictra Tablet,Pharmaceuticals and biotechnology
Estrabet 0.06% Gel,Pharmaceuticals and biotechnology
Enclex 40 Injection,Pharmaceuticals and biotechnology
Eyecon Eye Drop,Pharmaceuticals and biotechnology
Emestat OD Tablet,Pharmaceuticals and biotechnology
Emersa 2mg Tablet,Pharmaceuticals and biotechnology
Ethasyl 500 Tablet,Pharmaceuticals and biotechnology
Erythrocin 250mg Tablet,Pharmaceuticals and biotechnology
Elyn Cream,Pharmaceuticals and biotechnology
Ebernet-M Cream,Pharmaceuticals and biotechnology
Edrive-T 2.5 Tablet,Pharmaceuticals and biotechnology
Etos P 60mg/325mg Tablet,Pharmaceuticals and biotechnology
Ezact 60 Tablet,Pharmaceuticals and biotechnology
Endogest 300 SR Tablet,Pharmaceuticals and biotechnology
Etrik P Tablet,Pharmaceuticals and biotechnology
Esofine-LS Capsule SR,Pharmaceuticals and biotechnology
Eglucent Mix 25 100IU/ml Suspension for Injection,Pharmaceuticals and biotechnology
Elfolin Plus Tablet,Pharmaceuticals and biotechnology
Elina Tablet MR,Pharmaceuticals and biotechnology
Evanew Vaginal Tablet,Pharmaceuticals and biotechnology
Episert Cream,Pharmaceuticals and biotechnology
Eiref 40 mg/150 mg Capsule SR,Pharmaceuticals and biotechnology
Ezicas AZ Nasal Spray,Pharmaceuticals and biotechnology
Enam 5 Tablet,Pharmaceuticals and biotechnology
Effenac AB Tablet,Pharmaceuticals and biotechnology
Ephedrex Syrup,Pharmaceuticals and biotechnology
Elidel Cream,Pharmaceuticals and biotechnology
Evadiol Tablet,Pharmaceuticals and biotechnology
Eposis 10000IU Injection,Pharmaceuticals and biotechnology
Etowin 90 Tablet,Pharmaceuticals and biotechnology
Espra 40mg Tablet,Pharmaceuticals and biotechnology
Euthyrox 25 Tablet,Pharmaceuticals and biotechnology
Emaxgalin 75mg/60mg Tablet,Pharmaceuticals and biotechnology
Erox CV 625 Tablet,Pharmaceuticals and biotechnology
Eliwel 25mg Tablet,Pharmaceuticals and biotechnology
Estova 2 Tablet,Pharmaceuticals and biotechnology
Endosis Tablet,Pharmaceuticals and biotechnology
Ebal 20 Tablet,Pharmaceuticals and biotechnology
Encorate Tablet,Pharmaceuticals and biotechnology
Enzar 10000 Capsule,Pharmaceuticals and biotechnology
Ezicas F 360 Nasal Spray,Pharmaceuticals and biotechnology
Etosys-MF Tablet,Pharmaceuticals and biotechnology
Exel GN Cream,Pharmaceuticals and biotechnology
Emprogest 8% Vaginal gel,Pharmaceuticals and biotechnology
EME OD Tablet MD,Pharmaceuticals and biotechnology
Ebernet Cream,Pharmaceuticals and biotechnology
Enoxarin 40 Injection,Pharmaceuticals and biotechnology
Encorate 300 Tablet,Pharmaceuticals and biotechnology
Evimectin-A Tablet,Pharmaceuticals and biotechnology
Enclex 60 Injection,Pharmaceuticals and biotechnology
Elosone-HT Cream,Pharmaceuticals and biotechnology
Eritel-AM Tablet,Pharmaceuticals and biotechnology
Esys-D Capsule SR,Pharmaceuticals and biotechnology
Etocox 90 Tablet,Pharmaceuticals and biotechnology
Emigo-MD Tablet,Pharmaceuticals and biotechnology
Epofit 10000IU Injection,Pharmaceuticals and biotechnology
Ezentia Tablet,Pharmaceuticals and biotechnology
Epitra 500 Tablet,Pharmaceuticals and biotechnology
